frame,time_s,scenario,source,target_lux,detected,est_x,est_y,est_z,err_x,err_y,err_z,rot_x,rot_y,rot_z,marker_area_px,frame_brightness
0,0.0,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.045
1,0.0334,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.047
2,0.0669,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.047
3,0.1003,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.047
4,0.1337,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.047
5,0.1671,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.047
6,0.2006,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.047
7,0.234,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.047
8,0.2674,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.047
9,0.3008,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.047
10,0.3343,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.045
11,0.3677,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
12,0.4011,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
13,0.4345,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
14,0.468,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
15,0.5014,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
16,0.5348,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
17,0.5682,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
18,0.6017,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
19,0.6351,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
20,0.6685,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
21,0.7019,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
22,0.7354,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
23,0.7688,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
24,0.8022,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
25,0.8357,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
26,0.8691,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
27,0.9025,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
28,0.9359,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
29,0.9694,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
30,1.0028,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
31,1.0362,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.048
32,1.0696,Midnight 00:00,simulation,0.1,1,0.03597,0.004,2.59127,0.59127,0.03597,-0.996,3.12775,0.00023,0.27984,625.0,5.057
33,1.1031,Midnight 00:00,simulation,0.1,1,0.00905,0.004,2.5921,0.5921,0.00905,-0.996,3.09569,0.00041,0.5263,600.0,5.072
34,1.1365,Midnight 00:00,simulation,0.1,1,0.00905,0.004,2.5921,0.5921,0.00905,-0.996,3.09569,0.00041,0.5263,600.0,5.072
35,1.1699,Midnight 00:00,simulation,0.1,1,-0.01688,0.004,2.59206,0.59206,-0.01688,-0.996,3.09646,-0.00041,-0.52181,600.0,5.07
36,1.2033,Midnight 00:00,simulation,0.1,1,-0.02827,0.00429,2.58487,0.58487,-0.02827,-0.99571,-3.0291,-0.01586,-0.44842,612.5,5.066
37,1.2368,Midnight 00:00,simulation,0.1,1,-0.0438,0.004,2.5912,0.5912,-0.0438,-0.996,3.12813,-0.00023,-0.27585,625.0,5.055
38,1.2702,Midnight 00:00,simulation,0.1,1,-0.05606,0.004,2.59183,0.59183,-0.05606,-0.996,3.10014,-0.00041,-0.49991,600.0,5.075
39,1.3036,Midnight 00:00,simulation,0.1,1,-0.05606,0.004,2.59183,0.59183,-0.05606,-0.996,3.10014,-0.00041,-0.49991,600.0,5.075
40,1.337,Midnight 00:00,simulation,0.1,1,-0.0811,0.00429,2.58422,0.58422,-0.0811,-0.99571,-3.03744,0.01328,0.38863,612.5,5.075
41,1.3705,Midnight 00:00,simulation,0.1,1,-0.09523,0.004,2.5916,0.5916,-0.09523,-0.996,3.1035,-0.00041,-0.47898,600.0,5.073
42,1.4039,Midnight 00:00,simulation,0.1,1,-0.09523,0.004,2.5916,0.5916,-0.09523,-0.996,3.1035,-0.00041,-0.47898,600.0,5.073
43,1.4373,Midnight 00:00,simulation,0.1,1,-0.10645,0.004,2.5907,0.5907,-0.10645,-0.996,3.13075,-0.00023,-0.24636,625.0,5.054
44,1.4708,Midnight 00:00,simulation,0.1,1,-0.1297,0.00559,2.61338,0.61338,-0.1297,-0.99441,2.99551,0.01082,0.33287,612.5,5.057
45,1.5042,Midnight 00:00,simulation,0.1,1,-0.1297,0.00559,2.61338,0.61338,-0.1297,-0.99441,2.99551,0.01082,0.33287,612.5,5.057
46,1.5376,Midnight 00:00,simulation,0.1,1,-0.1456,0.004,2.59041,0.59041,-0.1456,-0.996,3.13209,-0.00023,-0.23,625.0,5.059
47,1.571,Midnight 00:00,simulation,0.1,1,-0.16909,0.004,2.59024,0.59024,-0.16909,-0.996,3.1328,-0.00022,-0.22088,625.0,5.052
48,1.6045,Midnight 00:00,simulation,0.1,1,-0.18139,0.004,2.59113,0.59113,-0.18139,-0.996,3.10993,-0.00041,-0.43633,600.0,5.069
49,1.6379,Midnight 00:00,simulation,0.1,1,-0.18139,0.004,2.59113,0.59113,-0.18139,-0.996,3.10993,-0.00041,-0.43633,600.0,5.069
50,1.6713,Midnight 00:00,simulation,0.1,1,-0.19705,0.004,2.59105,0.59105,-0.19705,-0.996,3.11096,-0.0004,-0.42907,600.0,5.066
51,1.7047,Midnight 00:00,simulation,0.1,1,-0.22054,0.004,2.59093,0.59093,-0.22054,-0.996,3.11244,-0.0004,-0.41845,600.0,5.076
52,1.7382,Midnight 00:00,simulation,0.1,1,-0.23173,0.004,2.58984,0.58984,-0.23173,-0.996,3.13441,-0.00022,-0.19892,625.0,5.057
53,1.7716,Midnight 00:00,simulation,0.1,1,-0.24516,0.00428,2.5839,0.5839,-0.24516,-0.99572,-3.04935,0.00964,0.31504,612.5,5.063
54,1.805,Midnight 00:00,simulation,0.1,1,-0.25969,0.004,2.59074,0.59074,-0.25969,-0.996,3.11474,-0.0004,-0.40148,600.0,5.069
55,1.8384,Midnight 00:00,simulation,0.1,1,-0.27087,0.004,2.58962,0.58962,-0.27087,-0.996,3.13524,-0.00021,-0.18678,625.0,5.049
56,1.8719,Midnight 00:00,simulation,0.1,1,-0.28318,0.004,2.59062,0.59062,-0.28318,-0.996,3.11602,-0.0004,-0.39172,600.0,5.071
57,1.9053,Midnight 00:00,simulation,0.1,1,-0.29435,0.004,2.5895,0.5895,-0.29435,-0.996,3.13568,-0.00021,-0.18002,625.0,5.062
58,1.9387,Midnight 00:00,simulation,0.1,1,-0.30667,0.004,2.59051,0.59051,-0.30667,-0.996,3.11722,-0.00039,-0.38227,600.0,5.058
59,1.9721,Midnight 00:00,simulation,0.1,1,-0.32233,0.004,2.59044,0.59044,-0.32233,-0.996,3.11799,-0.00039,-0.37614,600.0,5.07
60,2.0056,Midnight 00:00,simulation,0.1,1,-0.33349,0.004,2.58931,0.58931,-0.33349,-0.996,3.13633,-0.0002,-0.16956,625.0,5.049
61,2.039,Midnight 00:00,simulation,0.1,1,-0.34582,0.004,2.59034,0.59034,-0.34582,-0.996,3.11909,-0.00039,-0.36719,600.0,5.066
62,2.0724,Midnight 00:00,simulation,0.1,1,-0.36148,0.004,2.59027,0.59027,-0.36148,-0.996,3.11979,-0.00039,-0.36138,600.0,5.068
63,2.1058,Midnight 00:00,simulation,0.1,1,-0.37263,0.004,2.58914,0.58914,-0.37263,-0.996,3.13689,-0.0002,-0.16001,625.0,5.05
64,2.1393,Midnight 00:00,simulation,0.1,1,-0.38497,0.004,2.59018,0.59018,-0.38497,-0.996,3.12079,-0.00038,-0.35291,600.0,5.067
65,2.1727,Midnight 00:00,simulation,0.1,1,-0.39787,0.00382,2.58605,0.58605,-0.39787,-0.99618,-3.17627,-0.01005,0.27268,612.5,5.056
66,2.2061,Midnight 00:00,simulation,0.1,1,-0.40845,0.004,2.59008,0.59008,-0.40845,-0.996,3.12174,-0.00038,-0.34471,600.0,5.051
